drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	target_count
DB02485	Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02486	2-Hydroxyethyl Disulfide	N/A	1892-29-1	N/A	small molecule	experimental	N/A	2
DB02488	1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly)	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02489	9-Methylguanine	N/A	5502-78-3	N/A	small molecule	experimental	N/A	1
DB02490	(Diaminomethyl-Methyl-Amino)-Acetic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02491	4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02492	Ghavamiol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02493	Hydantocidin-5'-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02494	Alpha-Hydroxy-Beta-Phenyl-Propionic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	16
DB02495	9-(4-Hydroxybutyl)-N2-Phenylguanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02496	1-Deoxy-D-Xylulose-5-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02497	L-Alpha-Glycerophosphorylserine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02498	Carba-Nicotinamide-Adenine-Dinucleotide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02499	Dinor-N(Omega)-Hydroxy-L-Arginine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02500	6-(Dihydroxy-Isobutyl)-Thymine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02501	N~2~-Succinylarginine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02502	8-Hydroxy-2'-Deoxyguanosine	N/A	88847-89-6	N/A	small molecule	experimental	N/A	0
DB02503	4-(Carboxyvin-2-Yl)Phenylboronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02504	[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02505	N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02506	2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	5
DB02507	4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02508	Isopentyl Pyrophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	4
DB02509	Farnesol	N/A	4602-84-0	N/A	small molecule	experimental	N/A	1
DB02510	'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02511	2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02512	1,6-Fructose Diphosphate (Linear Form)	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02513	5-Methyl-2-(1-Methylethyl)Phenol	N/A	89-83-8	N/A	small molecule	experimental	Anti-Infective Agents, Antifungal Agents, Anti-Infective Agents, Local	0
DB02514	(2z)-3-{[Oxido(Oxo)Phosphino]Oxy}-2-Phenylacrylate	N/A	2007-07-0	N/A	small molecule	experimental	N/A	1
DB02515	3-Phosphoglycerol	N/A	N/A	N/A	small molecule	experimental	N/A	4
DB02516	O5'-(4-(3-{2-[2-((R)-3-Hydroxy-4-(Trimethylammonio)-1-Oxo-Butyl)Sulfanyl-Ethylcarbamoyl]-Ethylcarbamoyl}-(R)-3-Hydroxy-2,2-Dimethyl-Propyl)-1-Hydroxy-3-Oxido-1,3-Dioxo-2,4-Dioxa-1,3-Diphosphabut-1-Yl) 3'-Phospho-Adenosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02517	D-Glutamic Acid	N/A	6893-26-1	N/A	small molecule	experimental	N/A	1
DB02518	N-Acetylalanine	N/A	97-69-8	N/A	small molecule	experimental	N/A	1
DB02519	Indirubin-5-Sulphonate	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02520	Diethylcarbamodithioic Acid	N/A	147-84-2	N/A	small molecule	experimental	Antiviral Agents, Chelating Agents, Adjuvants, Immunologic	0
DB02521	2,5,7-Trihydroxynaphthoquinone	N/A	479-05-0	N/A	small molecule	experimental	N/A	2
DB02522	Phosphonopyruvate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02523	5'-[[2-(Aminooxy)Ethyl]Methylsulfonio]-5'-Deoxy-Adenosine	(2-AMINOOXY-ETHYL)-[5-(6-AMINO-PURIN-9-YL)-3,4-DIHYDROXY-TETRAHYDRO-FURAN-2-YLMETHYL]-METHYL-SULFONIUM, [2-(AMINO-OXY)ETHYL](5'-DEOXYADENOSIN-5'-YL)(METHYL)SULFONIUM	N/A	N/A	small molecule	experimental	N/A	0
DB02524	Spiro(2,4,6-Trinitrobenzene[1,2a]-2o',3o'-Methylene-Adenine-Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02525	D-Galactohydroximo-1,5-Lactam	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02526	CRA_10655	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02527	Cyclic Adenosine Monophosphate	3'-5'-cyclic adenosine monophosphate, 3',5'-Cyclic AMP, cAMP, Cyclic adenylic acid, Cyclic AMP	60-92-4	N/A	small molecule	experimental	N/A	6
DB02528	Tetrazolyl Histidine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02529	5-N-Acetyl-4-Amino-6-Diethylcarboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02530	Gamma(Amino)-Butyric Acid	N/A	N/A	N/A	small molecule	experimental	GABA Agents	1
DB02531	Isobutyric Acid	2-Methyl-propionic acid	79-31-2	N/A	small molecule	experimental	N/A	1
DB02532	2,4,6-Triaminoquinazoline	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02533	Aminoguanidine	N/A	79-17-4	N/A	small molecule	experimental	Enzyme Inhibitors	1
DB02534	2-Allylphenol	N/A	1745-81-9	N/A	small molecule	experimental	N/A	1
DB02535	Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02536	(2r)-2,3-Dihydroxypropanal	N/A	367-47-5	N/A	small molecule	experimental	N/A	0
DB02537	2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02538	N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02539	S-Ethylisothiourea	N/A	2986-20-1	N/A	small molecule	experimental	Vasoconstrictor Agents, Hypnotics and Sedatives, Enzyme Inhibitors	1
DB02540	(10S)-10-Formyl-5,8,10-Trideazafolic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02541	4-Hydroxybutan-1-Aminium	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02542	(4s)-5-Fluoro-L-Leucine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02543	Pyrrole-2-Carboxylate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02544	N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02545	Fexaramine	N/A	574013-66-4	N/A	small molecule	experimental	N/A	1
DB02546	Vorinostat	MK0683, N-hydroxy-n'-phenyloctanediamide, N-hyrdroxy-n'-phenyloctanediamide, SAHA, SHH, Suberanilohydroxamic acid, suberoylanilide hydroxamic acid	149647-78-9	SAHA, Zolinza	small molecule	approved	Antineoplastic Agents, Enzyme Inhibitors, Anticarcinogenic Agents	6
DB02547	Guanosine-5'-Diphosphate-Rhamnose	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02548	Sorbitol 6-phosphate	1-O-phosphono-D-glucitol, D-glucitol-6-phosphate	20479-58-7	N/A	small molecule	experimental	N/A	1
DB02549	3'-O-Acetylthymidine-5'-Diphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02550	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02551	6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02552	Geranyl Diphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	8
DB02553	Glutathionylspermidine Disulfide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02554	Sulfoquinovose-Uridine-C1,5'-Diphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02555	SP4160	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02556	D-Phenylalanine	N/A	673-06-3	N/A	small molecule	experimental	N/A	2
DB02557	Phosphoramidon	N/A	36357-77-4	N/A	small molecule	experimental	Anti-Bacterial Agents, Protease Inhibitors	1
DB02558	N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02559	6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02560	D-Para-Chlorophenyl-1-Acteamidoboronic Acid Alanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02561	Beta-D-Fructopyranose	N/A	7660-25-5	N/A	small molecule	experimental	N/A	1
DB02562	Quinonoid 7,8-Tetrahydrobiopterin	N/A	79647-29-3	N/A	small molecule	experimental	N/A	1
DB02563	Hexanoyl-Coenzyme A	N/A	5060-32-2	N/A	small molecule	experimental	N/A	1
DB02565	4-Dimethylamino-N-(6-Hydroxycarbamoyethyl)Benzamide-N-Hydroxy-7-(4-Dimethyla Minobenzoyl)Aminoheptanamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02566	8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02567	PD173955	6-(2,6-dichlorophenyl)-8-methyl-2-{[3-(methylthio)phenyl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one	N/A	N/A	small molecule	experimental	N/A	1
DB02568	Peldesine	N/A	N/A	2-Amino-3,5-dihydro-7-(3-pyridylmethyl)-4H-pyrrolo(3,2-d)pyrimidin-4-one, 4H-Pyrrolo(3,2-d)pyrimidin-4-one, 2-amino-3,5-dihydro-7-(3-pyridinylmethyl)-, PELDESINE, Peldesine [USAN]	small molecule	experimental	Antineoplastic Agents	1
DB02569	2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02570	PD150606	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02571	2-Amino-6-Oxo-Hexanoic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02572	BV4	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02573	2'-Deoxycytidine-2'-Deoxyadenosine-3',5'-Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02574	BV2	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02576	F-Loop of Vitamin B12	N/A	78-96-6	N/A	small molecule	experimental	N/A	1
DB02577	Mesoheme	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02578	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanyl-D-Alanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02579	Acrylic Acid	N/A	79-10-7	N/A	small molecule	experimental	Tissue Adhesives	1
DB02580	1-(2-Methoxy-Ethoxy)-2-{2-[2-(2-Methoxy-Ethoxy]-Ethoxy}-Ethane	N/A	1191-87-3	N/A	small molecule	experimental	N/A	11
DB02581	5-[2,3-Dichloro-4-(5-{1-[2-(2-Guanidino-4-Methyl-Pentanoylamino)-Acetyl]-Piperidin-4-Yl}-1-Methyl-1h-Pyrazol-3-Yl)-Phenoxymethyl]-Furan-2-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02582	D-(L-a-Aminoadipoyl)-L-Cysteinyl-D-Isodehydrovaline	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02583	N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine	N/A	175354-76-4	N/A	small molecule	experimental	N/A	1
DB02585	4-(Hydroxymethyl)Benzamidine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02586	4,7-Dimethyl-[1,10]Phenanthroline	N/A	3248-05-3	N/A	small molecule	experimental	N/A	1
DB02587	Forskolin	N/A	64657-11-0	N/A	small molecule	experimental	N/A	3
DB02588	Moxalactam Derivative	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02589	Se-Ethyl-Isoselenourea	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02590	Abequose	N/A	56816-60-5	N/A	small molecule	experimental	N/A	1
DB02591	5,6-Dimethylbenzimidazole	N/A	582-60-5	N/A	small molecule	experimental	N/A	1
DB02592	Carbaphosphonate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02593	7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02594	2'-Deoxycytidine	N/A	951-77-9	N/A	small molecule	experimental	N/A	3
DB02595	Bulgecin A	N/A	92953-54-3	N/A	small molecule	experimental	N/A	2
DB02596	Alpha,Beta-Methyleneadenosine-5'-Triphosphate	N/A	N/A	N/A	small molecule	experimental	Antineoplastic Agents	9
DB02597	[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala	N/A	N/A	N/A	small molecule	experimental	N/A	3
DB02598	N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02599	2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02600	5-N-Acetyl-3-(1-Ethylpropyl)-1-Cyclohexene-1-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02601	4-Hydroxyphenylglycine	N/A	938-97-6	N/A	small molecule	experimental	Enzyme Inhibitors	0
DB02602	AL7182	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02603	1-Amino-6-Cyclohex-3-Enylmethyloxypurine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02604	2-Deoxy-Glucose-6-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02606	2-Butanol	N/A	78-92-2	N/A	small molecule	experimental	N/A	1
DB02607	Adenosine Phosphonoacetic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02608	N-Acetyl-P-Nitrophenylserinol	N/A	15376-53-1	N/A	small molecule	experimental	N/A	1
DB02609	4-Hydroxy-L-Threonine-5-Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02610	N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02611	Balanol Analog 1	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02613	Decylamine-N,N-Dimethyl-N-Oxide	N/A	N/A	N/A	small molecule	experimental	N/A	4
DB02614	1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02615	Compound 19	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02616	FR117016	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02617	1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02618	Ethyl Dimethyl Ammonio Propane Sulfonate	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02619	Bromo-Dodecanol	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02620	Sp7343-Sp7964	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02621	Latrunculin A	4-(17-Hydroxy-5,12-Dimethyl-3-Oxo-2,16-Dioxabicyclo[13.3.1]Nonadeca-4,8,10-Trien-17-Yl)-2-Thiazolidinone	N/A	N/A	small molecule	experimental	N/A	3
DB02622	2-(Oxalyl-Amino)-Benzoic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02623	Aminophosphonic Acid-Guanylate Ester	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02624	Homoserine Lactone	N/A	1192-20-7	N/A	small molecule	experimental	N/A	1
DB02625	(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02626	Phenylferricrocin-Iron	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02627	4,4'-Biphenyldiboronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02628	1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02629	Inhibitor Bea403	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02630	L-Xylitol 5-Phosphate	N/A	64913-51-5	N/A	small molecule	experimental	N/A	1
DB02631	5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02632	1-O-[P-Nitrophenyl]-Beta-D-Galactopyranose	N/A	N/A	N/A	small molecule	experimental	Photoaffinity Labels	2
DB02633	Cibacron Blue	N/A	84166-13-2	N/A	small molecule	experimental	N/A	2
DB02635	N-[O-Phosphono-Pyridoxyl]-Isoleucine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02636	9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02637	Oxaloacetate Ion	N/A	N/A	N/A	small molecule	experimental	N/A	5
DB02638	Terlipressin	N-(N-(N-Glycylglycyl)glycyl)-8-L-lysinevasopressin, Terlipressina [INN-Spanish], Terlipressine [INN-French], Terlipressinum [INN-Latin]	14636-12-5	Glypressin, Lucassin	small molecule	approved	Vasoconstrictor Agents, Antihypertensive Agents	3
DB02639	4-Methylumbelliferyl-Alpha-D-Glucose	N/A	17833-43-1	N/A	small molecule	experimental	N/A	0
DB02640	Fumagillin	N/A	23110-15-8	N/A	small molecule	experimental	Anti-Bacterial Agents, Antiprotozoal Agents, Angiogenesis Inhibitors	1
DB02641	Heptanamide	N/A	628-62-6	N/A	small molecule	experimental	N/A	1
DB02642	[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	3
DB02643	N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	N/A	N/A	N/A	small molecule	experimental	N/A	3
DB02644	N-Omega-Propyl-L-Arginine	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02645	3,4-Epoxybutyl-Alpha-D-Glucopyranoside	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02646	Nitrosoethane	N/A	925-91-7	N/A	small molecule	experimental	N/A	1
DB02647	N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02648	(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium	N/A	461-06-3	N/A	small molecule	experimental	Vitamin B Complex	2
DB02649	3-Amino-3-Oxopropanoic Acid	N/A	2345-56-4	N/A	small molecule	experimental	N/A	1
DB02650	Tri-Chloro-Acetaldehyde	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02651	{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02652	L-[(N-Hydroxyamino)Carbonyl]Phenylalanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02653	Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C2-Adamantane Ruthenium (Ii)	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02654	6-Hydroxy-Flavin-Adenine Dinucleotide	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02655	D-Aspartic Acid	N/A	1783-96-6	N/A	small molecule	experimental	N/A	2
DB02656	2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One	N/A	154447-36-6	N/A	small molecule	experimental	Enzyme Inhibitors	2
DB02657	Glucosamine 6-Phosphate	N/A	3616-42-0	N/A	small molecule	experimental	N/A	2
DB02658	2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside	N/A	N/A	N/A	small molecule	experimental	Beta-Glucosidase A Inhibitors	1
DB02659	Cholic Acid	N/A	81-25-4	N/A	small molecule	experimental	N/A	21
DB02660	Filaminast	N/A	141184-34-1	N/A	small molecule	experimental	N/A	1
DB02661	Adenosine-5'-Diphosphate-2',3'-Vanadate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02662	Novo Nordisk a/S Compound	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02663	2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid	N/A	51276-47-2	N/A	small molecule	experimental	Enzyme Inhibitors, Herbicides	1
DB02664	1-Butane Boronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02665	Trans-2-Phenylcyclopropylamine	N/A	N/A	N/A	small molecule	experimental	Anti-anxiety Agents, Antidepressive Agents, Monoamine Oxidase Inhibitors	1
DB02666	(C8-R)-Hydantocidin 5'-Phosphate	N/A	N/A	[8,9-DIHYDROXY-3-(4-CARBOXY-HYDROXY-HYDROXYMETHYL-AMINO-BUTYL)-2,4-DIOXO-6-OXA-1,3-DIAZA-SPIRO[4.4]NON-7-YLMETHYL] PHOSPHATE	small molecule	experimental	N/A	1
DB02667	Factor IIIm	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02668	Je-2147, Ag1776, Kni-764	N/A	186538-00-1	N/A	small molecule	experimental	N/A	1
DB02669	RB106	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02670	4-Deoxy-Alpha-D-Glucose	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02671	1-Methylimidazole	N/A	616-47-7	N/A	small molecule	experimental	N/A	2
DB02673	(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium	N/A	N/A	N/A	small molecule	experimental	Acetylcholinesterase inhibitor	1
DB02674	4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02675	(4-Hydroxymaltosephenyl)Glycine	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02676	2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02677	D-Naphthyl-1-Acetamido Boronic Acid Alanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02678	2-Deoxy-2-Aminogalactose	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02679	Cyanamide	N/A	420-04-2	N/A	small molecule	experimental	N/A	1
DB02680	Dinitrophenylene	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02681	Meta Vanadate	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02682	2-Deamino-6-Deoxy-6thiophosphite-5'-Phosphate Guanosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02683	Inhibitor Bea428	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02684	5'-O-(N-(L-Cysteinyl)-Sulfamoyl)Adenosine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02685	3-Methylphenylalanine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02686	Undecyl-Beta-D-Maltopyranoside	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02687	Beta-D-Mannose	N/A	7322-31-8	N/A	small molecule	experimental	N/A	14
DB02688	2,3-Didehydroalanine	N/A	1948-56-7	N/A	small molecule	experimental	N/A	1
DB02689	S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02690	NU1025	N/A	90417-38-2	N/A	small molecule	experimental	N/A	1
DB02691	N-Cholylglycine	N/A	475-31-0	N/A	small molecule	experimental	Cholagogues and Choleretics, Detergents	1
DB02692	(6r,1'r,2's)-5,6,7,8 Tetrahydrobiopterin	N/A	N/A	N/A	small molecule	experimental	N/A	4
DB02693	(4s,5s)-1,2-Dithiane-4,5-Diol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02694	Pantoyl Adenylate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02695	O1-Pentyl-Mannose	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02696	6-Aminohexyl-Uridine-C1,5'-Diphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02697	Hydroxyaminovaline	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB02698	N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB02699	4-Oxoretinol	N/A	62702-55-0	N/A	small molecule	experimental	N/A	0
DB02700	3-Deoxy-D-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB02701	Nicotinamide	N/A	98-92-0	N/A	small molecule	experimental	Vitamin B Complex	5
DB02702	XV638	N/A	183854-11-7	N/A	small molecule	experimental	N/A	1
DB02703	Fusidic Acid	Diethanolamine fusidate, Fucidate, Fucidate Sodium, Fucidic acid, Fusidate, Fusidate Sodium	6990-06-3	Fucidin, Fucidin acid, Fucidin Cream 2%, Fucidine, Fucithalmic, Fusidine, Ramycin	small molecule	approved	Anti-Bacterial Agents, Protein Synthesis Inhibitors, Antibacterial Agents	3
